[option]color,[option]size,category,master_sku,sku,name,price,available_on,description,meta_description,meta_keywords,cost_price,(default)quantity,(online)quantity,[option]scent,[option]style,[option] color
DOTS,XS,Categories -> SALE,SKU18097,SKU180971,BOWERY SKIRT,50.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from surplus material so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Bowery Skirt is a Ref favorite! High-waisted with a slim fit around the hips make this a universally flattering style.&nbsp; Made from surplus rayon blend fabric.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&rsquo;9&rdquo; and wearing size <span data-scayt_word=""XS"" data-scaytid=""49"">XS</span>.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of size S:</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 40&rdquo;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Waist: 27.5&rdquo;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Fits true to size.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in the USA.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bag by Reece Hudson.&nbsp; Available in stores.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span><span><span>*Final Sale!</span></span></span></span></span></p>
</div>
","","",195.0,0,0,,,
DOTS,S,Categories -> SALE,SKU18097,SKU1809711,BOWERY SKIRT,50.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from surplus material so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Bowery Skirt is a Ref favorite! High-waisted with a slim fit around the hips make this a universally flattering style.&nbsp; Made from surplus rayon blend fabric.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&rsquo;9&rdquo; and wearing size <span data-scayt_word=""XS"" data-scaytid=""49"">XS</span>.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of size S:</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 40&rdquo;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Waist: 27.5&rdquo;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Fits true to size.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in the USA.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bag by Reece Hudson.&nbsp; Available in stores.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span><span><span>*Final Sale!</span></span></span></span></span></p>
</div>
","","",195.0,0,0,,,
DOTS,M,Categories -> SALE,SKU18097,SKU1809712,BOWERY SKIRT,50.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from surplus material so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Bowery Skirt is a Ref favorite! High-waisted with a slim fit around the hips make this a universally flattering style.&nbsp; Made from surplus rayon blend fabric.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&rsquo;9&rdquo; and wearing size <span data-scayt_word=""XS"" data-scaytid=""49"">XS</span>.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of size S:</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 40&rdquo;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Waist: 27.5&rdquo;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Fits true to size.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in the USA.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bag by Reece Hudson.&nbsp; Available in stores.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span><span><span>*Final Sale!</span></span></span></span></span></p>
</div>
","","",195.0,0,0,,,
BLACK,XS,Categories -> STORIES,SKU18098BLACK,SKU180981,STANDARD SILK TANK,68.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from vintage silk garments so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Standard Silk Tank is part of our standards program and is a great staple for your closet.&nbsp; Vintage silk blend blouse.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Lera"" data-scaytid=""1"">Lera</span> is 5&#39;7&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of size S:</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 23&quot;-26&quot;</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 19&quot;-20.5&quot;</span></span></p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></div>
</div>
","","",68.0,0,0,,,
BLACK,S,Categories -> STORIES,SKU18098BLACK,SKU1809811,STANDARD SILK TANK,68.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from vintage silk garments so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Standard Silk Tank is part of our standards program and is a great staple for your closet.&nbsp; Vintage silk blend blouse.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Lera"" data-scaytid=""1"">Lera</span> is 5&#39;7&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of size S:</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 23&quot;-26&quot;</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 19&quot;-20.5&quot;</span></span></p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></div>
</div>
","","",68.0,0,0,,,
BLACK,M,Categories -> STORIES,SKU18098BLACK,SKU1809812,STANDARD SILK TANK,68.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from vintage silk garments so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Standard Silk Tank is part of our standards program and is a great staple for your closet.&nbsp; Vintage silk blend blouse.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Lera"" data-scaytid=""1"">Lera</span> is 5&#39;7&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of size S:</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 23&quot;-26&quot;</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 19&quot;-20.5&quot;</span></span></p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></div>
</div>
","","",68.0,0,0,,,
BLACK,L,Categories -> STORIES,SKU18098BLACK,SKU1809813,STANDARD SILK TANK,68.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from vintage silk garments so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Standard Silk Tank is part of our standards program and is a great staple for your closet.&nbsp; Vintage silk blend blouse.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Lera"" data-scaytid=""1"">Lera</span> is 5&#39;7&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of size S:</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 23&quot;-26&quot;</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 19&quot;-20.5&quot;</span></span></p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></div>
</div>
","","",68.0,0,0,,,
BLACK,XS,Categories -> STORIES,SKU18100,SKU181001,BRASS SWEATER,155.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from vintage cashmere so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Brass sweater is the ideal fall transition sweater. Featuring cutouts around the neckline and shoulders. Made from vintage cashmere blend sweaters. </span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;9&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of a small:</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 22&quot;-24&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 19&quot;-21&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Easy, loose fit.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in the USA.</span></span></p>
","","",155.0,0,0,,,
BLACK,S,Categories -> STORIES,SKU18100,SKU1810011,BRASS SWEATER,155.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from vintage cashmere so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Brass sweater is the ideal fall transition sweater. Featuring cutouts around the neckline and shoulders. Made from vintage cashmere blend sweaters. </span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;9&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of a small:</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 22&quot;-24&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 19&quot;-21&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Easy, loose fit.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in the USA.</span></span></p>
","","",155.0,0,0,,,
BLACK,M,Categories -> STORIES,SKU18100,SKU1810012,BRASS SWEATER,155.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from vintage cashmere so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Brass sweater is the ideal fall transition sweater. Featuring cutouts around the neckline and shoulders. Made from vintage cashmere blend sweaters. </span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;9&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of a small:</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 22&quot;-24&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 19&quot;-21&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Easy, loose fit.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in the USA.</span></span></p>
","","",155.0,0,0,,,
BLACK,L,Categories -> STORIES,SKU18100,SKU1810013,BRASS SWEATER,155.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from vintage cashmere so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Brass sweater is the ideal fall transition sweater. Featuring cutouts around the neckline and shoulders. Made from vintage cashmere blend sweaters. </span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;9&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of a small:</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 22&quot;-24&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 19&quot;-21&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Easy, loose fit.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in the USA.</span></span></p>
","","",155.0,0,0,,,
BLACK,XS/S,Categories -> STORIES,SKU18101,SKU181011,DOGWOOD SWEATER,125.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">This is made from vintage cashmere so they are all unique one-of-a-kind pieces.&nbsp; These items are sent out for a special washing process, and then carefully reworked.&nbsp; No two are exactly alike due to the nature of the raw materials we use.&nbsp; Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site.&nbsp; We group our prints and colors by type, so you will not get exactly the same item as pictured.&nbsp; You will get something very similar!</span></span></p>
 <hr/> <p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Dogwood Sweater features a high mock neck and dramatic cutaway at shoulder.&nbsp; Made from vintage cashmere blend sweater. </span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;9&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>/S.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of an <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>/S:</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 16.5&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 28.5&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Tighter fit.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in the USA.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bag by Reece Hudson.&nbsp; Available in stores.</span></span></p>
","","",125.0,0,0,,,
